PID,Country,Progress,Finished,Entities_1,Entities_2,Entities_3,Entities_4,Entities_5,Entities_6,Entities_7,Entities_8,Entities_9,Entities_10,Entities_11,Entities_12,Entities_13,Entities_14,Entities_15,Entities_16,Entities_17,Entities_18,Entities_19,Entities_20,Entities_21,Entities_22,Entities_23,Entities_24,Entities_25,Entities_26,Entities_27,Entities_28,Entities_29,SV1,SV2,SV3,SV4,SV5,SV6,SVC7,SVC8,SVC9,SVC10,SVC11,Parent,Sc_self,Sc_self_CODED,Sc_self_SOURCE,Sc_School,Sc_School_CODED,Sc_School_SOURCE,Sc_class_act,Sc_class_sch,Sc_class_text,Sc_confl,Sc_confl_type,Sc_confl_score,Sc_talk,Sc_talk_freq,Retro_Sc_p_inf,Retro_Sc_p_CODED,Retro_Sc_p_SOURCE,Retro_sch_inf,Retro_sch_CODED,Retro_sch_SOURCE,Retro_sc_freq,Retro_sc_class,Retro_sc_class_text,Retro_sc_conf,Retro_sc_conf_type,Retro_sc_conf_score,Retro_sc_talk,Retro_sc_talk_freq,Future_sc_talk,Grades,RV1,RV2,RV3,RV4,RV5,RV6,RVC7,RVC8,RVC9,RVC10,RVC11,Rel_self,Rel_self_CODED,Rel_self_SOURCE,Rel_school,Rel_school_CODED,Rel_school_SOURCE,Rel_class_freq,Rel_class,Rel_class_type,Rel_confl,Rel_confl_type,Rel_confl_score,Rel_talk,Rel_talk_freq,Rel_freq_child,Retro_rel_parent_inf,Retro_rel_p_CODED,Retro_rel_p_SOURCE,Retro_rel_school_inf,Retro_rel_s_CODED,Retro_rel_s_SOURCE,Retro_rel_class_freq,Retro_rel_class,Retro_rel_class_type,Retro_rel_confl,Retro_rel_confl_type,Retro_rel_confl_score,Retro_rel_talk,Retro_rel_talk_freq,Retro_rel_child_freq,Future_rel_child_freq,Rel_symb,Pray_diff,Pray_wish,Worship_freq,Worship_frequent,God_control,Divine,Faith,God_punish,Afterlife,Rel_freq,Rel_frequent,Religiosity,Religion,Religion_score,Belief_other,Folk,Religion_father,Religion_mother,Religion_granny,Rel_myparentonmychild,Rel_grannyonme,Parenting_parentonme,Parenting_grannyonparent,Parenting_meonmychild,Religion_partner,Religion_influenced_child,Religion_influenced,Rel_spi_activities,Rel_spi_act_solo_other,Rel_spi_act_group_other,Rel_spi_act_child,Rel_spi_act_parents,Rel_holiday,Rel_events,Worship_place,Worship_place_other,Gender,Ethnicity,SISI_ethnicity,SISI_Religion,SISI_National,SISI_student,Edu_level,Edu_level_other,Parent_edu,Parent_edu_other,Employment,Occupation,SES_1,Birthdate,Adjusted_ages,Age,Child_age,Aus_Pr_citizen,Nationality,Aus_born,Country_birth,Origin
L23,2,100,TRUE,7,7,7,7,7,3,7,7,7,7,3,7,7,7,4,7,7,7,3,5,4,6,7,7,2,7,1,7,4,5,5,5,5,5,5,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes they talk about scientific events like how stuff works,affirmation,parent-only source,Yes i was in a science stream high school,affirmation,multiple source,2,Yes,In school: biology chemistry physics outside school: privage science tuitions,They would be open about it,supportive,1,Yes,Everytime i met them and had the chance to talk with them. Perhaps more than once a week. For example why cloth dye is dangerous to human health,Yes,3,5,3,4,5,3,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A bit but as i grow up it depends on me whether to believe something or not,ambiguous,uninformative,Not really i dont like being pushed to do something,denial,uninformative,3,Yes,Islamic study,They sure be mad,directive,1,Yes,As much as they talk about science which is when we have the cahnce,3,2,No,Agree,Strongly agree,More than once a week,1,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Only on special holy days,0,0,Islam,1,None,No,Islam,Islam,Islam,NA,Somewhat,NA,Little,Little,Islam,NA,Islam,Solo prayer,NA,NA,NA,No,"Yes, but as cultural holidays",Perhaps and its been a long time ago,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,Undergraduate degree,NA,NA,Postgraduate student,7,06/22/1996,23,919881.17.00,NA,NA,NA,NA,NA,NA
433,2,90,FALSE,7,7,7,7,7,1,7,7,7,7,2,4,7,7,6,7,7,7,1,1,7,7,7,7,1,7,7,7,7,5,3,5,5,5,3,5,3,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat, as my parents are keen reader and learner, so I learned to be enthusiastic about knowledge from her. But it is not something that is particularly stressed about in the family",ambiguous,uninformative,"Yes, having teachers who are very passionate about the scientific world led me to be interested and passionate in it as well",affirmation,multiple source,6,Yes,School/Tuition; Biology/Chemistry/Physics,"Some discussion will be made, but that is the extent of it",supportive,1,Yes,"Almost everyday, talking about new things that we learn etc.",Yes,3,5,4,5,1,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My parents are not particularly religious early on, but they are keen to learn more about it. So my interest stems from them as well",affirmation,parent-only source,"No, but religious classes do open up new subjects that I find interesting",denial,uninformative,2,Yes,Religion class and Quran study,They will be upset,directive,1,Yes,"Once in a while, maybe a few times a month. We mostly talked about concepts, religious figures, fikh etc.",7,3,No,Strongly agree,Agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Less than once a year,0,1,Islam,1,"Yes, but only those that is believed in my faith (eg. sihir; but not witchcraft). Other than that, I'm quite ambivalent about pseudosciences. There might be some truth to the concept, but it is not something I strongly believe in.",No,Islam,Islam,Islam,NA,Little,NA,Quite a lot,Little,NA,NA,Islam,"Solo prayer ,Other solo activity (please specify): :",Reciting Quran; learning religious concepts etc,NA,NA,No,Yes,"Not always. While we do celebrate it, it is usually not a grand celebration. Eg. Eid, Aidiladha",Mosques Masjid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,2,61,FALSE,7,7,7,7,7,2,7,7,7,5,4,7,7,7,7,3,3,3,3,6,5,6,2,5,4,5,5,3,6,5,3,4,4,4,4,4,2,5,5,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nope,denial,uninformative,"Yes, being educated with knowledge and taught the applications of it is one wonderful way to explore and understand the world better.",affirmation,multiple source,2,Yes,"biology, physics, chemistry",NA,NA,NA,No,NA,Yes,2,3,3,4,3,4,3,3,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A good way to learn wisdom and apply it in daily life to do good deeds,ambiguous,uninformative,no,denial,uninformative,6,No,Currently attending once a week online (buddhism),they respect my view and would encourage me to learn more if i am interested,supportive,2,Yes,seldom,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L8,2,100,TRUE,5,7,7,7,7,1,7,7,7,5,2,7,7,7,7,5,5,5,3,6,6,6,5,7,5,5,5,5,2,4,2,3,3,5,3,4,3,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,No,denial,uninformative,7,Yes,Just a general outlook science class.,I don't think it would phase them much,supportive,1,Yes,"Just in passing, if a situation or event had happened. Some biology type conversations, or chemistry because that was their favourite subjects in school.",Yes,3,3,2,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not really. Being born into a religion doesn<U+0092>t really give one much of a choice,ambiguous,uninformative,No.,denial,uninformative,7,Yes,Mandatory school class for muslim students,They would probably be very opposed to it,directive,1,Yes,"Now and again, stories of the prophets. It<U+0092>s more of a conversation topic sometimes. Nothing lecture-ish.",7,7,Yes,Agree,Neither agree nor disagree,"Never, practically never",0,Neither agree nor disagree,Agree,Disagree,Agree,Agree,"Never, practically never",0,0,Islam,1,No,No,Islam,Islam,"Buddhism,Islam",NA,Little,NA,Little,Somewhat,NA,NA,Islam,Other solo activity (please specify): :,Just talking to god in my head,NA,NA,No,Yes,Funeral customs,"Mosques Masjid,Buddhist temples Tokong Buddha",NA,Female,Chindian,Disagree,Disagree,Agree,NA,Undergraduate degree,NA,Undergraduate degree,NA,NA,Kindergarten Teacher,4,07/21/1987,32,789878.03.00,NA,NA,NA,NA,NA,NA
235,2,100,TRUE,7,7,7,7,7,2,7,7,7,6,5,5,7,7,7,3,3,3,3,4,3,4,3,3,4,4,5,3,3,4,3,4,5,4,4,5,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, my parents encouraged interest in science, related books etc.",affirmation,parent-only source,"Yes, my school didn<U+0092>t not negate the value and contribution of science.",affirmation,multiple source,6,Yes,"Biology, chemistry, physics",They would discuss/ debate it with me but would eventually let it go,supportive,2,Yes,"Yes, as a kid I was curious about natural occurrences and my dad would explain, for example, earthquakes to me",Yes,3,3,2,3,3,4,2,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No.,denial,uninformative,No.,denial,uninformative,7,No,None,"They would explain to me their point of view, and may be disappointed",directive,2,Yes,"About the stories associated with our religion, when there is a religious festival, observance",3,3,Yes,Agree,Neither agree nor disagree,More than once a week,1,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Only on special holy days,0,0,Hinduism Hindu,1,No,No,Hinduism,Hinduism,Hinduism,NA,Little,NA,Somewhat,Somewhat,NA,NA,Hindu,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,None,Hindu temples,NA,Female,Indian India,Somewhat agree,Neither agree or disagree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,"Post-graduate degree (Masters, PhD)",NA,NA,Project Management,7,07/09/1994,25,844665.34.00,NA,NA,NA,NA,NA,NA
L5,2,100,TRUE,7,7,7,7,7,1,7,7,7,6,5,6,7,7,7,4,4,3,5,6,4,4,4,4,3,3,3,4,7,4,4,4,4,4,3,4,4,4,4,4,Yes,Yes,affirmation,uninformative,Yes,affirmation,uninformative,7,Yes,Science tuition,Happy,supportive,1,Yes,Anytime when relate,Yes,affirmation,uninformative,Yes,affirmation,uninformative,7,Yes,Tuition,Happy,supportive,1,Yes,When relates topic arise,NA,3,3,2,2,2,3,3,3,2,3,3,2,No,denial,uninformative,No,denial,uninformative,7,No,No,No comment,supportive,0,Yes,Once in a while,5,No,denial,uninformative,No,denial,uninformative,7,No,No,No idea,supportive,0,Yes,Seldom,5,NA,Yes,Neither agree nor disagree,Neither agree nor disagree,Only on special holy days,0,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Only on special holy days,0,0,Buddhism,1,Sometime,Sometimes,Buddhism,Buddhism,Buddhism,Somewhat,Somewhat,Little,Little,NA,Buddhism,None,None,Solo prayer,NA,NA,Yes,Yes,"Yes, but as cultural holidays",None,Buddhist temples,NA,Female,Chinese,Strongly agree,Agree,Strongly agree,NA,Undergraduate degree,NA,High school (completed),NA,NA,Analyst,5,03/11/1998,22,1392606.47.00,"10, 15",NA,NA,NA,NA,NA
352,2,61,FALSE,7,7,7,7,7,3,7,7,7,6,6,7,7,7,7,6,6,6,6,7,7,7,4,7,4,5,7,6,7,4,2,5,5,5,4,4,3,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes my parents taught me about life and death and growing up and hormonal activity so that is the base of scientific learning.,affirmation,parent-only source,Yes education is important there is a subject for science that teaches us the complex methods of science and how the world works. That is where we build the basics of science.,affirmation,multiple source,4,Yes,General science class in school. Not anything like biology or physics. Outside school I took a general tuition class as science was taught in a different language and it was harder for me to grasp,I believe they would be open to the idea of me having different views from them,supportive,1,Yes,"Not often, mostly when I was younger and more about the basics of science such as the body and development",Yes,3,2,2,5,4,5,2,2,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not really,denial,uninformative,No,denial,uninformative,7,No,No religious classes at school,I believe they would ask me questions about why I believe differently than they do but they would still accept me,supportive,2,Yes,Not often probably twice in a year,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L31,2,100,TRUE,7,7,7,7,7,2,7,7,7,4,2,7,7,7,7,2,2,1,5,7,7,7,4,2,3,6,6,6,5,4,3,4,5,4,3,4,3,4,5,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes if we are not aware of things that needs deeper explanation,ambiguous,uninformative,Yes,affirmation,uninformative,3,Yes,Biology,Listen and discuss about the different opinions,supportive,1,Yes,Not often,Yes,3,4,3,2,2,4,3,4,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,No,denial,uninformative,7,No,Did not attend any classes,Disagree,directive,1,Yes,Not often. Religious stories,3,2,Yes,Agree,Agree,Once a week,0,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Once a month,1,0,Hinduism Hindu,1,No,Yes,Hinduism,Hinduism,Hinduism,NA,Little,NA,Quite a lot,A great deal,NA,NA,Hindu,Solo prayer,NA,NA,NA,Yes,Yes,Tamil new year,Hindu temples,NA,Female,Indian India,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,"Diploma, or technical and vocational education",NA,NA,Social worker,6,12/19/1996,23,100209.09.00,NA,NA,NA,NA,NA,NA
L13,2,100,TRUE,7,7,7,7,7,1,7,7,7,4,2,7,7,7,7,7,7,7,7,1,7,7,7,7,1,7,6,7,5,5,4,4,4,4,3,4,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No.,denial,uninformative,Yes. I tend to believe what i am mostly exposed to.,affirmation,multiple source,2,Yes,"Biology, chemistry, physics. Same classes outside school.",They are okay with it since they are not from scientific background.,supportive,1,Yes,Rarely. The topic would be about health.,Yes,2,5,5,5,5,4,4,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No. I am mostly influenced by my surroundings during university time.,denial,multiple source,No,denial,uninformative,2,Yes,Quran and hadith classes.,They would be shocked.,directive,1,Yes,Rarely. The topic would be about prophets or practices in religion.,4,1,Yes,Strongly agree,Strongly agree,More than once a week,1,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Once a month,1,1,Islam,1,No.,No,Islam,Islam,Islam,NA,Somewhat,NA,Quite a lot,Quite a lot,Islam,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,"Yes. Eid, ramadan, aidiladha.",Mosques Masjid,NA,Female,Malay,Strongly disagree,Strongly disagree,Strongly disagree,NA,Undergraduate degree,NA,Undergraduate degree,NA,NA,Teacher,6,06/20/1995,24,931422.34.00,NA,NA,NA,NA,NA,NA
248,2,100,TRUE,7,7,7,7,7,1,7,7,7,7,4,5,7,7,7,2,2,1,1,7,7,4,1,3,1,1,2,1,1,5,3,5,5,5,5,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, I was sent to tadika from a young age so a lot of science teaching came from school not my parents",denial,multiple source,"Yes, I think my science teachers were very big help to shape this",affirmation,multiple source,3,Yes,"Biology, Chemistry, Physics",Neutral,supportive,0,No,NA,Yes,3,1,3,3,3,3,1,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,No,denial,uninformative,7,No,NA,Neutral,supportive,0,No,Explained about different religions,5,7,Yes,Strongly disagree,Strongly disagree,"Never, practically never",0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Once a year,0,0,None,0,No,No,Buddhism,Buddhism,Buddhism,NA,Not at all,NA,Somewhat,Not at all,None,NA,None,Other group activity (please specify): :,NA,None,NA,No,"Yes, but as cultural holidays",None,Buddhist temples,NA,Female,Chinese,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,NA,Some college or university education (yet to be completed),NA,"Foundation, pre-university, or matriculation",NA,NA,Student,7,10/10/2001,18,420001.02.00,NA,NA,NA,NA,NA,NA
214,2,100,TRUE,7,7,7,7,7,1,7,7,7,7,3,7,7,7,7,7,7,7,3,5,7,7,7,4,1,7,5,7,5,5,3,5,5,5,5,5,3,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No my parents' views about science does not influence my scientific views. I gained a better understanding at school,denial,uninformative,"Yes, through research and discovery",affirmation,multiple source,6,Yes,"In school: biology, outside school: biology",They would tell me that i'm wrong and they're right,directive,1,No,No. Never,Yes,2,3,4,4,3,3,2,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No. I gained better understanding about religion at school & college,denial,multiple source,No. I have my own religious stance,denial,uninformative,6,No,I do not attend religion classes,They would disown me? so i hide everything from them,directive,1,No,No. Never,7,4,Yes,Neither agree nor disagree,Neither agree nor disagree,Once a week,0,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Only on special holy days,0,0,Islam,1,No i dont believe in pseudo science,No,Islam,Islam,Islam,NA,Not at all,NA,Not at all,Not at all,Islam,NA,Islam,Solo prayer,NA,NA,NA,No,"Yes, but as cultural holidays",None,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,High school (completed),NA,NA,Student,5,07/17/1995,24,808134.54.00,NA,NA,NA,NA,NA,NA
L33,2,100,TRUE,6,7,7,6,6,3,7,7,7,7,1,5,7,7,7,1,1,1,1,2,1,5,1,2,1,1,1,4,1,4,3,4,4,4,4,4,1,5,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think my dad's view of science influenced me. If I was curious about something, he would ask me to read up about it instead of asking him first.",affirmation,parent-only source,I don't think school had a great influence. Perhaps learning about research and learning to find information about topics thought me.,denial,uninformative,3,Yes,"I did not take science stream in high school, so I just learned science in high school and did psychology in university","My dad would respond well, but my mother may not as she believes what she sees.",supportive,1,No,Not that often,Yes,3,2,2,2,2,4,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, it doesn't",denial,uninformative,"No, they didn't",denial,uninformative,7,No,None,"They accept it, but they do request us to pray during certain events.",supportive,1,No,None,4,5,Yes,Disagree,Disagree,Only on special holy days,0,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,"Never, practically never",0,0,None,0,No,No,Hinduism,Hinduism,Hinduism,NA,Not at all,NA,Little,Quite a lot,Protestant,NA,None,Solo prayer,NA,NA,NA,Yes,"Yes, but as cultural holidays","Yes, I did carry the milk during Thaipussam",Hindu temples,NA,Female,Indian India,Agree,Neither agree or disagree,Strongly agree,NA,Undergraduate degree,NA,"Post-graduate degree (Masters, PhD)",NA,NA,Patient manager,5,04/21/1997,23,120562.43.00,NA,NA,NA,NA,NA,NA
349,2,100,TRUE,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,6,6,6,6,6,4,7,7,5,6,7,7,4,7,5,3,5,5,5,3,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partially yes. Initially I did yet subconsciously certain topics didn't sit well with their answers. So growing up I became more independent in my views and opinions.,ambiguous,multiple source,"No. Everything thought in school is at a basic level. Some may be interpreted wrongly due to the lack of information given. Hence, independent study was my main route to learning things.",denial,multiple source,4,Yes,"Biology, Chemistry & Physics (School & Tuition)","We agree to disagree. Occasionally, opinions are mutual.",supportive,0,Yes,"Randomly everyday as it is a common topic of discussion. We talk about everything science, religion and the mix in between",Yes,2,5,2,3,5,3,3,5,2,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No. One has to take everything with a grain of salt. Certain things are contrast to my own self value so you take the good and leave the bad.,denial,uninformative,"No. My school refuses to acknowledge any religion besides Buddhism, Hinduism & Islam.",denial,multiple source,4,No,Cathecism & Bible Classes,We agree to disagree.,supportive,0,Yes,Whenever I bring up the topic. Quite a weekly basis.,2,2,Yes,Neither agree nor disagree,Neither agree nor disagree,Once a month,0,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Once a week,1,1,Catholic,1,No,No,Catholic,Catholic,Catholic,NA,Not at all,NA,Somewhat,Somewhat,Catholic,NA,All,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,Gawai. Harvest festival for Sarawakians.,Churches,NA,Female,Eurasian,Strongly disagree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,Undergraduate degree,NA,NA,Student,5,04/16/1997,23,1228224.13.00,NA,NA,NA,NA,NA,NA
L49,2,61,FALSE,7,7,7,7,7,1,7,7,7,7,1,4,7,7,7,7,7,7,7,4,7,7,7,7,1,7,7,7,1,3,2,2,3,3,3,2,2,2,3,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,No,denial,uninformative,6,Yes,"biology, chemistry, physic",Dont care,supportive,0,No,Nothing,No,1,4,1,3,4,4,5,5,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nope,denial,uninformative,Nope,denial,uninformative,1,Yes,Islamic Studies,Dont Know,supportive,0,No,Nada,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,2,53,FALSE,7,7,7,7,7,1,7,7,7,4,1,4,7,4,4,7,7,7,4,2,5,7,7,1,1,7,4,7,2,4,4,3,3,4,3,3,3,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES, they will educate me with a scientific mindset that is in line with religion (Islam)",affirmation,parent-only source,"Yes, during high school, I studied science subjects as well as Islamic education subjects such as Al-Quran and As-sunnah education. The result of this lesson is very important to me because it taught me that science and Islam are closely related to each other and how to think about science according to the true Islamic view so that it does not contradict the Teachings. In short, our lives need science and not just relying on submission to God alone..",affirmation,multiple source,6,Yes,"biology, chemistry, physics, online class","They may correct my views to be in line with religion (Islam). -        Kami berhujah antara satu sama lain. Ada yang mereka boleh terima, ada yang tidak, ada yang mereka ragu-rahu dalam memilih keputusan.",directive,1,Yes,"Once a day, plants, natural science phenomena such as corrosion, health and nutrition of various types of food",Yes,3,5,5,4,5,4,4,5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,2,44,FALSE,7,7,7,7,7,5,7,7,7,7,4,6,7,7,6,7,7,7,7,7,7,7,7,7,1,7,7,1,5,5,3,5,5,5,3,5,3,4,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,Yes.,affirmation,uninformative,3,Yes,Biology,They accept it,supportive,1,Yes,Everytime,Yes,2,5,3,5,5,5,4,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,2,53,FALSE,7,7,7,7,7,1,7,7,7,7,4,7,7,7,7,6,6,6,5,7,7,5,5,6,7,7,7,7,4,5,5,3,5,4,5,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,"Yes, my science classes were my favourite because we were able to conduct different experiments that can relate back to our daily life.",affirmation,multiple source,7,Yes,"In school : science, biology, physics, chemistry",I think they will be neutral,supportive,0,No,No,Yes,2,5,5,5,3,4,3,4,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,2,53,FALSE,7,6,7,7,7,2,7,7,7,5,2,4,7,7,7,7,7,7,5,7,7,6,7,5,1,7,7,1,7,4,1,4,5,5,3,4,1,3,4,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no , they don<U+0092>t talk about science really often.",denial,uninformative,"yes , by doing experiments and hearing all those explanations that make sense .",affirmation,multiple source,7,Yes,"physics, chemistry",no response,supportive,0,No,"not often , we barely talk about science",Yes,2,5,4,5,5,4,4,5,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
